FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
1518611288578,1518611288692,172.31.66.46,3389,212.237.4.117,49666,6,91,77,1,40,1,28,24,20,113,0,0,0,0,77,40,40,77,0,0,0,0,0,0,5403,2807,2,0,0,0,0,62952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611288594,1518611288611,172.31.66.46,3389,207.246.95.116,60918,6,91,77,1,40,1,28,24,20,17,0,0,0,0,77,40,40,77,2,4,0,0,0,0,34222,17777,2,0,0,0,0,62948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611288604,1518611288604,172.31.66.46,49186,169.254.169.254,80,6,7,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611288759,1518611288760,172.31.66.58,49186,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,7,3,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611289653,1518611289729,172.31.66.46,58799,172.31.0.2,53,17,5,73,1,140,1,0,0,0,76,0,0,0,0,140,73,73,140,1,0,0,0,0,0,7584,14545,1,1,0,0,0,0,0,0,0,17637,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611289732,1518611298733,172.31.66.46,49188,65.55.252.93,443,6,91,152,3,0,0,2,2,0,9001,9001,0,128,128,52,48,0,52,0,0,100,2,0,0,135,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3001,5999,4500,1498,0,0,0,0,0,Benign
1518611289734,1518611337764,0.0.0.0,546,0.0.0.0,547,17,103,393,3,0,0,0,0,0,48030,48030,0,1,1,131,131,0,131,0,0,0,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16015,32014,24014,7999,0,0,0,0,0,Benign
1518611290423,1518611290424,172.31.66.46,49189,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611290747,1518611290747,172.229.241.88,80,172.31.66.46,49180,6,7,40,1,40,1,17,17,16,1,0,0,0,0,40,40,40,40,0,0,0,0,0,0,320000,320000,2,0,0,0,0,946,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611290757,1518611290758,172.31.66.58,49189,169.254.169.254,80,6,7,360,5,454,5,27,27,27,1,0,0,128,128,282,40,40,282,454,360,0,0,0,0,1440000,1816000,8,1,1,0,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611290757,1518611290757,169.254.169.254,80,172.31.66.58,49176,6,7,40,1,40,1,17,17,16,1,0,0,0,0,40,40,40,40,0,0,0,0,0,0,320000,320000,2,0,0,0,0,149,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611290760,1518611290761,172.31.66.58,49190,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,7,3,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611290765,1518611290766,172.31.66.58,49191,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,7,3,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611291143,1518611291144,172.31.66.58,49192,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,7,3,0,0,0,0,2984000,5600000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611291768,1518611291768,169.254.169.254,80,172.31.66.46,49179,6,7,40,1,40,1,17,17,16,1,0,0,0,0,40,40,40,40,0,0,0,0,0,0,320000,320000,2,0,0,0,0,149,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611291807,1518611339837,0.0.0.0,546,0.0.0.0,547,17,103,393,3,0,0,0,0,0,48030,48030,0,1,1,131,131,0,131,0,0,0,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16015,32014,24014,7999,0,0,0,0,0,Benign
1518611291914,1518611291972,172.31.65.25,63894,172.31.0.2,53,17,5,73,1,140,1,0,0,0,57,0,0,0,0,140,73,73,140,2,1,0,0,0,0,10068,19310,1,1,0,0,0,0,0,0,0,15541,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611291977,1518611300978,172.31.65.25,49185,65.55.252.93,443,6,91,152,3,0,0,2,2,0,9000,9000,0,128,128,52,48,0,52,0,0,100,2,0,0,135,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,2985,6015,4500,1514,0,0,0,0,0,Benign
1518611292010,1518611363726,172.31.65.25,138,172.31.65.127,138,17,10,2155,10,0,0,0,0,0,71716,71716,0,128,128,232,202,0,232,0,0,0,0,0,0,240,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,39071,7967,12691,0,0,0,0,0,Benign
1518611292076,1518611292094,172.31.66.116,3389,207.246.95.116,61819,6,91,77,1,40,1,28,24,20,17,0,0,0,0,77,40,40,77,2,4,0,0,0,0,34222,17777,2,0,0,0,0,62852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611292443,1518611292444,172.31.66.46,49190,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,1,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611292547,1518611292548,172.31.66.46,49191,169.254.169.254,80,6,7,360,5,455,5,27,27,27,1,1,1,128,128,283,40,40,283,455,360,0,0,0,0,1440000,1820000,8,1,1,0,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611292653,1518611292683,172.31.66.58,53130,172.31.0.2,53,17,5,70,1,183,1,0,0,0,30,0,0,0,0,183,70,70,183,6,2,0,0,0,0,18064,47225,1,1,0,0,0,0,0,0,0,2839,1,9,0,0,0,0,0,0,0,0,0,0,Benign
1518611292660,1518611292661,172.31.66.46,49192,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,1,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611292810,1518611292846,172.31.66.58,50539,172.31.0.2,53,17,5,57,1,89,1,0,0,0,36,0,0,0,0,89,57,57,89,2,1,0,0,0,0,12324,19243,2,0,0,0,0,0,0,0,0,20926,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611292811,1518611292830,172.31.66.58,58765,172.31.0.2,53,17,5,71,1,127,1,0,0,0,19,0,0,0,0,127,71,71,127,6,3,0,0,0,0,28400,50800,2,0,0,0,0,0,0,0,0,17428,1,30,0,0,0,0,0,0,0,0,0,0,Benign
1518611292829,1518611412661,172.31.66.58,49195,23.219.88.145,80,6,7,1287,17,1552,16,26,26,26,119832,119800,119800,128,128,424,40,40,424,0,0,451,11,0,0,85,103,29,0,4,0,0,8192,29200,49920,195,0,0,0,0,32,10046,7486,4285,0,10046,7986,3978,0,Benign
1518611292830,1518611292830,172.31.66.58,55417,172.31.0.2,53,17,5,64,1,96,1,0,0,0,1,0,0,0,0,96,64,64,96,0,0,0,0,0,0,512000,768000,2,0,0,0,0,0,0,0,0,10942,1,4,0,0,0,0,0,0,0,0,0,0,Benign
1518611292831,1518611409723,172.31.66.58,49197,13.33.140.103,443,6,91,2114,27,116092,86,26,26,26,116892,116892,116829,128,128,1500,40,40,1500,0,0,0,0,0,0,144,7945,29,4,2,2,76,8192,29200,0,0,0,0,0,0,0,58382,4495,15509,0,58394,1374,8830,0,Benign
1518611292831,1518611293124,172.31.66.58,49196,13.33.140.103,443,6,91,965,10,4183,9,31,31,27,292,292,282,128,128,1500,40,40,1500,14,3,0,0,0,0,26348,114211,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,159,32,51,0,170,35,59,0,Benign
1518611292837,1518611292838,172.31.66.58,54086,172.31.0.2,53,17,5,75,1,91,1,0,0,0,1,0,0,0,0,91,75,75,91,0,0,0,0,0,0,600000,728000,2,0,0,0,0,0,0,0,0,50877,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611292845,1518611292846,172.31.66.58,57189,172.31.0.2,53,17,5,75,1,160,1,0,0,0,1,0,0,0,0,160,75,75,160,160,75,0,0,0,0,300000,640000,1,1,0,0,0,0,0,0,0,13613,28,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611292849,1518611292850,172.31.66.58,59152,172.31.0.2,53,17,5,64,1,125,1,0,0,0,1,0,0,0,0,125,64,64,125,1,0,0,0,0,0,512000,1000000,2,0,0,0,0,0,0,0,0,45990,28,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611292858,1518611293146,172.31.66.58,49198,104.20.62.188,443,6,91,918,10,4186,9,31,31,27,287,271,270,128,128,1500,40,40,1500,14,3,0,0,0,0,25500,116277,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,149,29,46,0,167,33,57,0,Benign
1518611292859,1518611356647,172.31.66.58,49199,104.20.62.188,443,6,91,23354,369,1097974,781,26,26,26,63788,63788,63726,128,128,1500,40,40,1500,17,0,0,0,0,0,2928,137700,350,52,5,2,741,8192,29200,0,0,0,0,0,0,0,58310,172,3037,0,58469,81,2093,0,Benign
1518611292869,1518611292872,172.31.66.58,60962,172.31.0.2,53,17,5,57,1,89,1,0,0,0,3,0,0,0,0,89,57,57,89,29,19,0,0,0,0,114000,178000,2,0,0,0,0,0,0,0,0,62298,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611292870,1518611292879,172.31.65.25,49186,169.254.169.254,80,6,7,373,5,700,5,27,27,27,8,8,8,128,128,528,40,40,528,87,46,0,0,0,0,331555,622222,8,1,0,1,0,8192,17922,0,0,0,0,0,0,6,6,1,2,0,7,2,2,0,Benign
1518611292870,1518611292871,169.254.169.254,80,172.31.65.25,49176,6,7,40,1,40,1,17,17,16,1,0,0,0,0,40,40,40,40,0,0,0,0,0,0,320000,320000,2,0,0,0,0,149,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611292922,1518611292943,172.31.66.58,65354,172.31.0.2,53,17,5,57,1,113,1,0,0,0,21,0,0,0,0,113,57,57,113,5,2,0,0,0,0,20727,41090,2,0,0,0,0,0,0,0,0,47561,28,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611293167,1518611302416,172.31.65.25,52278,239.255.255.250,1900,17,12,966,6,0,0,0,0,0,9249,9249,0,1,1,161,161,0,161,0,0,0,0,0,0,835,0,0,6,0,0,0,0,0,0,0,0,0,0,0,202,3018,1849,1428,0,0,0,0,0,Benign
1518611293267,1518611293268,172.31.66.58,49200,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,1,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611293394,1518611293605,172.31.65.25,58623,172.31.0.2,53,17,5,63,1,156,1,0,0,0,210,0,0,0,0,156,63,63,156,0,0,0,0,0,0,2388,5914,1,1,0,0,0,0,0,0,0,39298,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611293912,1518611367144,172.31.66.99,138,172.31.66.127,138,17,10,2357,11,0,0,0,0,0,73232,73232,0,128,128,232,202,0,232,0,0,0,0,0,0,257,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,56447,7322,16496,0,0,0,0,0,Benign
1518611293938,1518611294062,172.31.66.99,61821,172.31.0.2,53,17,5,73,1,140,1,0,0,0,123,0,0,0,0,140,73,73,140,1,0,0,0,0,0,4709,9032,1,1,0,0,0,0,0,0,0,26305,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611293956,1518611299274,172.31.66.58,137,172.31.66.127,137,17,10,768,8,0,0,0,0,0,5317,5317,0,128,128,96,96,0,96,0,0,0,0,0,0,1155,0,8,0,0,0,0,0,0,0,0,0,0,0,0,750,766,759,6,0,0,0,0,0,Benign
1518611294022,1518611294024,172.31.66.99,49185,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,1,1,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611294118,1518611294165,172.31.66.58,49840,172.31.0.2,53,17,5,72,1,226,1,0,0,0,47,0,0,0,0,226,72,72,226,4,1,0,0,0,0,12000,37666,1,1,0,0,0,0,0,0,0,37493,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611294149,1518611303161,172.31.66.99,49186,65.55.252.93,443,6,91,152,3,0,0,2,2,0,9012,9012,0,128,128,52,48,0,52,0,0,100,2,0,0,134,0,3,0,0,0,0,8192,0,25600,100,0,0,0,0,3012,5999,4505,1493,0,0,0,0,0,Benign
1518611294158,1518611294158,172.31.66.99,49184,169.254.169.254,80,6,7,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611294166,1518611355479,172.31.66.58,49205,34.210.37.21,443,6,91,1481,15,3910,15,27,27,27,61312,61312,61244,128,128,1500,40,40,1500,0,0,246,6,0,0,193,510,23,4,0,1,2,64240,31088,62976,246,0,0,0,0,0,10077,4378,4911,0,10078,4374,4937,0,Benign
1518611294166,1518611294166,172.31.66.58,61726,172.31.0.2,53,17,5,78,1,206,1,0,0,0,1,0,0,0,0,206,78,78,206,2,0,0,0,0,0,624000,1648000,1,1,0,0,0,0,0,0,0,29852,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611294167,1518611294168,172.31.66.58,51213,172.31.0.2,53,17,5,78,1,160,1,0,0,0,1,0,0,0,0,160,78,78,160,1,0,0,0,0,0,624000,1280000,1,1,0,0,0,0,0,0,0,37398,28,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611294262,1518611297318,172.31.66.99,58787,239.255.255.250,1900,17,12,805,5,0,0,0,0,0,3055,3055,0,1,1,161,161,0,161,0,0,0,0,0,0,2107,0,0,5,0,0,0,0,0,0,0,0,0,0,0,40,2781,763,1166,0,0,0,0,0,Benign
1518611294335,1518611294347,172.31.66.58,60316,172.31.0.2,53,17,5,63,1,111,1,0,0,0,12,0,0,0,0,111,63,63,111,9,5,0,0,0,0,38769,68307,2,0,0,0,0,0,0,0,0,57134,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611294388,1518611410016,172.31.66.58,49206,72.21.91.29,80,6,7,2563,20,3976,17,26,26,26,115627,115616,115616,128,128,828,40,40,828,0,0,451,11,0,0,177,275,29,0,4,4,0,8192,65535,49920,195,0,0,0,0,0,10030,6084,4666,0,10030,7225,4219,0,Benign
1518611294389,1518611294389,172.31.66.58,65312,172.31.0.2,53,17,5,64,1,80,1,0,0,0,1,0,0,0,0,80,64,64,80,0,0,0,0,0,0,512000,640000,2,0,0,0,0,0,0,0,0,63294,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611294418,1518611294419,172.31.66.58,62984,172.31.0.2,53,17,5,64,1,132,1,0,0,0,1,0,0,0,0,132,64,64,132,132,64,0,0,0,0,256000,528000,1,1,0,0,0,0,0,0,0,49778,28,8,0,0,0,0,0,0,0,0,0,0,Benign
1518611294750,1518611294751,172.31.66.46,49193,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,1,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611295065,1518611296371,207.246.95.116,62109,172.31.66.109,3389,6,88,1480,8,1913,8,222,222,90,1306,1306,1289,106,106,1213,40,40,1213,1,1,0,0,0,0,9058,11709,11,2,1,1,1,8192,64000,0,0,0,0,0,0,0,1100,186,374,19,1032,183,347,0,Benign
1518611295104,1518611295197,172.31.65.25,49189,169.254.169.254,80,6,7,373,5,700,5,27,27,27,92,92,92,128,128,528,40,40,528,7,4,0,0,0,0,32086,60215,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,47,22,22,0,48,22,22,0,Benign
1518611295210,1518611295232,172.31.66.58,52111,172.31.0.2,53,17,5,53,1,85,1,0,0,0,22,0,0,0,0,85,53,53,85,3,2,0,0,0,0,18434,29565,2,0,0,0,0,0,0,0,0,6653,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611295248,1518611295336,172.31.66.58,49207,104.20.63.188,443,6,91,914,10,4187,9,31,31,27,88,87,71,128,128,1500,40,40,1500,47,10,0,0,0,0,82157,376359,12,3,1,1,2,8192,29200,0,0,0,0,0,0,0,19,9,8,0,33,8,11,0,Benign
1518611295248,1518611295249,172.31.66.58,56475,172.31.0.2,53,17,5,53,1,85,1,0,0,0,1,0,0,0,0,85,53,53,85,0,0,0,0,0,0,424000,680000,2,0,0,0,0,0,0,0,0,19821,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611295250,1518611295310,172.31.66.58,61065,172.31.0.2,53,17,5,53,1,109,1,0,0,0,60,0,0,0,0,109,53,53,109,1,0,0,0,0,0,6950,14295,2,0,0,0,0,0,0,0,0,32516,28,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611295265,1518611295306,172.31.65.25,49190,169.254.169.254,80,6,7,360,5,455,5,27,27,27,41,41,41,128,128,283,40,40,283,11,8,0,0,0,0,68571,86666,8,1,1,0,0,8192,17922,0,0,0,0,0,0,0,27,9,11,0,27,10,11,0,Benign
1518611295383,1518611295398,172.31.65.25,49191,169.254.169.254,80,6,7,373,5,700,5,27,27,27,15,15,15,128,128,528,40,40,528,46,24,0,0,0,0,186500,350000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,7,3,3,0,7,3,3,0,Benign
1518611295420,1518611295422,172.31.65.25,49192,169.254.169.254,80,6,7,373,5,700,5,27,27,27,2,2,2,128,128,528,40,40,528,350,186,0,0,0,0,994666,1866666,8,1,0,1,0,8192,17922,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Benign
1518611295452,1518611300796,172.31.66.46,137,172.31.66.127,137,17,10,768,8,0,0,0,0,0,5343,5343,0,128,128,96,96,0,96,0,0,0,0,0,0,1149,0,8,0,0,0,0,0,0,0,0,0,0,0,0,750,765,762,5,0,0,0,0,0,Benign
1518611295521,1518611295522,172.31.66.58,49208,169.254.169.254,80,6,7,373,5,700,5,27,27,27,1,0,0,128,128,528,40,40,528,700,373,0,0,0,0,1492000,2800000,8,1,0,1,0,8192,17922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611295585,1518611368808,172.31.67.111,138,172.31.67.127,138,17,10,2357,11,0,0,0,0,0,73222,73222,0,128,128,232,202,0,232,0,0,0,0,0,0,257,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,41401,7321,12581,0,0,0,0,0,Benign
1518611295600,1518611343621,0.0.0.0,546,0.0.0.0,547,17,103,393,3,0,0,0,0,0,48020,48020,0,1,1,131,131,0,131,0,0,0,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16006,32014,24010,8003,0,0,0,0,0,Benign
1518611295751,1518611295751,169.254.169.254,80,172.31.66.99,49177,6,7,40,1,40,1,17,17,16,1,0,0,0,0,40,40,40,40,0,0,0,0,0,0,320000,320000,2,0,0,0,0,149,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611295754,1518611295754,172.229.241.88,80,172.31.66.99,49183,6,7,40,1,40,1,17,17,16,1,0,0,0,0,40,40,40,40,0,0,0,0,0,0,320000,320000,2,0,0,0,0,946,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
1518611295767,1518611360709,172.31.66.58,49209,104.20.63.188,443,6,91,11730,61,24482,81,26,26,26,64941,64941,64862,128,128,1500,40,40,1500,0,0,0,0,0,0,1444,3015,96,15,4,10,17,8192,29200,0,0,0,0,0,0,0,58442,1081,7472,0,58460,810,6490,0,Benign
1518611295770,1518611295771,172.31.66.58,60411,172.31.0.2,53,17,5,66,1,118,1,0,0,0,1,0,0,0,0,118,66,66,118,118,66,0,0,0,0,264000,472000,2,0,0,0,0,0,0,0,0,9045,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1518611295772,1518611295772,172.31.66.58,58012,172.31.0.2,53,17,5,71,1,87,1,0,0,0,1,0,0,0,0,87,71,71,87,0,0,0,0,0,0,568000,696000,2,0,0,0,0,0,0,0,0,30110,1,14,0,0,0,0,0,0,0,0,0,0,Benign
1518611295772,1518611412817,172.31.66.58,49210,209.85.203.95,443,6,91,1504,16,5299,18,26,26,26,117044,117044,116904,128,128,1470,40,40,1470,0,0,0,0,0,0,102,362,24,4,4,0,2,8192,42780,0,0,0,0,0,0,0,58006,7802,19686,0,58123,6876,18684,0,Benign
1518611295773,1518611295773,172.31.66.58,50441,172.31.0.2,53,17,5,71,1,99,1,0,0,0,1,0,0,0,0,99,71,71,99,0,0,0,0,0,0,568000,792000,2,0,0,0,0,0,0,0,0,61238,28,60,0,0,0,0,0,0,0,0,0,0,Benign
